OSMPTrailsOSMPOBJECTID,OSMPTrailsOSMPOWNER,OSMPTrailsOSMPBICYCLES,OSMPTrailsOSMPDISPLAY,OSMPTrailsOSMPTRAILTYPE,OSMPTrailsOSMPDATEFROM,OSMPTrailsOSMPDATETO,OSMPTrailsOSMPSEGMENTID,OSMPTrailsOSMPHORSES,OSMPTrailsOSMPRID,OSMPTrailsOSMPTRLID,OSMPTrailsOSMPMILEAGE,OSMPTrailsOSMPMEASUREDFEET,OSMPTrailsOSMPTRAILNAME,OSMPTrailsOSMPGlobalID,OSMPTrailsOSMPDIFFICULTY,OSMPTrailsOSMPDOGS,OSMPTrailsOSMPDOGREGGEN,OSMPTrailsOSMPDOGREGDESC,OSMPTrailsOSMPEBIKES,SHAPESTLength,OSMPTrailClosuresOBJECTID,OSMPTrailClosuresRID,OSMPTrailClosuresCLOSUREDURATION,OSMPTrailClosuresWEBLINK,OSMPTrailClosuresCLOSUREAREA,OSMPTrailClosuresTRAILSTATUS,OSMPTrailClosuresCLOSUREREASON,OSMPTrailClosuresLOCATIONDESCRIPTION,OSMPTrailClosuresCONTACT,OSMPTrailClosuresCOMMENTS,OSMPTrailClosuresGLOBALID,OSMPTrailClosuresSEGMENTID
3103,OSMP,No,Yes,Hiking Trail,2019/08/19 00:00:00+00,2099/12/31 00:00:00+00,201-157-158,Yes,1767,201,0.219,1156,Mesa,{9ED65A7E-E5BB-4FEF-BCDA-F32CA5AC8078},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,1158.372043,1577,1767,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{A46506C0-DC79-4E91-9B89-ADC918D73A33},201-157-158
3104,OSMP,No,Yes,Hiking Trail,2019/08/20 00:00:00+00,2099/12/31 00:00:00+00,228-145-140,Yes,1768,228,0.962,4988,Green Mountain West Ridge,{D5A1B136-190C-4171-BE02-BA6990363A58},Moderate,Yes,LR,Leash Required,No,5080.774135,1578,1768,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{D3B0E70D-F710-458A-B01A-8BDCDF6FC314},228-145-140
3105,OSMP,No,Yes,Hiking Trail,2019/08/20 00:00:00+00,2099/12/31 00:00:00+00,228-140-146,Yes,1769,228,0.767,3969,Green Mountain West Ridge,{751F096B-791E-4872-B602-56747FB6A80A},Moderate,Yes,LR,Leash Required,No,4047.245597,1579,1769,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Lakeshore Fire,{6A3F4076-624D-4EF9-A533-7A7AF15FA915},228-140-146
3106,OSMP,No,Yes,Hiking Trail,2019/08/22 00:00:00+00,2099/12/31 00:00:00+00,205-164-160,Yes,1770,205,0.302,1577,Shadow Canyon South Spur,{1B6C2A3B-4DB2-4ABC-98D3-CAC3974B5F2E},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,1593.72653,1490,1770,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{C27DBC40-C749-441D-9DE8-F5ECEA98ACD8},205-164-160
3107,OSMP,No,Yes,Hiking Trail,2019/09/04 00:00:00+00,2099/12/31 00:00:00+00,203-065-066,Yes,1771,203,1.309,6805,Homestead,{A5A3D82A-4641-4B07-890E-BA7DF1643F14},Difficult,Yes,RV,Regulation Varies,No,6913.560073,1580,1771,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Shanahan Fire,{E1CFA5C6-7F7B-4C3C-8595-3FC80D374CD8},203-065-066
3108,OSMP,No,Yes,Hiking Trail,2019/09/06 00:00:00+00,2099/12/31 00:00:00+00,202-067-068,No,1772,202,0.664,3488,Towhee,{8AE4EDC7-9AC1-41FC-A7BD-6D42C50CCCD9},Moderate,No,No Dogs,No Dogs,No,3508.199526,1581,1772,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Shanahan Fire,{FD001D81-1334-4191-AF3E-BC97C46D0855},202-067-068
3109,OSMP,No,Yes,Hiking Trail,2019/09/06 00:00:00+00,2099/12/31 00:00:00+00,306-073-074,Yes,1773,306,0.176,930,Mesa Connector,{29265489-72FB-4ABB-9333-28F31A487F36},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,928.3842826,1582,1773,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Shanahan Fire,{DAB3C31E-C70C-4069-906C-DE5F9F18E030},306-073-074
3110,OSMP,No,Yes,Hiking Trail,2019/09/09 00:00:00+00,2099/12/31 00:00:00+00,210-008-007,Yes,1774,210,1.943,10196,South Boulder Creek West,{8306BB23-DD7F-45C8-8779-294B88DB2F4F},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,10277.96085,1583,1774,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,"South Boulder Creek West Trailhead parking lot will be closed to vehicles for maintenance Wednesday, June 29.  All trails remain open.",{A61F17BC-3368-4A13-9141-3EDD9FAE9091},210-008-007
3111,OSMP,No,Yes,Hiking Trail,2019/09/11 00:00:00+00,2099/12/31 00:00:00+00,201-045-157,Yes,1777,201,0.401,2112,Mesa,{A2F900C1-105D-4607-AAC1-5B3A26545A62},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,2114.683905,1584,1777,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed to Support Fire Operations near Shanahan Ridge,{EE7C39C6-D88C-48BE-AFF2-3EF09EC08921},201-045-157
3112,OSMP,No,Yes,Hiking Trail,2019/09/12 00:00:00+00,2099/12/31 00:00:00+00,220-038-037,Yes,1778,220,0.168,877,Lehigh Connector - North,{F734D8C5-418F-4426-9649-9AE3503B3A69},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,889.0006731,1585,1778,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,OSMP is planning to close Lehigh Connector North Tuesday 6/21 and Wednesday 6/22 to help complete seasonal grazing in the area by the end of June.,{6E1DC2C6-DDBD-46A2-BE8A-F3ADC37DA71B},220-038-037
3113,OSMP,No,Yes,Hiking Trail,2019/09/12 00:00:00+00,2099/12/31 00:00:00+00,212-004-005,Yes,1779,212,0.242,1259,Big Bluestem West,{CA402C09-A18C-4A42-96D5-0758B9DA2C95},Moderate,Yes,RV,"LVS M-F, Leash Required Sat & Sun",No,1279.276134,1586,1779,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{938EA448-3228-4454-BA02-9465B0FBD988},212-004-005
3114,OSMP,No,Yes,Hiking Trail,2019/09/12 00:00:00+00,2099/12/31 00:00:00+00,299-071-070,Yes,1780,299,0.126,657,South Mesa Spur,{1B93546A-E3C9-402F-A709-406F3B7212CB},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,665.6885674,1587,1780,,,,Open,Hazardous Conditions,South Mesa Spur,https://bouldercolorado.gov/services/osmp-closures,Closed for Shanahan Fire,{5EAEF0F5-6EE2-4E9A-BBD6-8C198BA022B3},299-071-070
3115,NCAR,No,Yes,Hiking Trail,2019/09/19 00:00:00+00,2099/12/31 00:00:00+00,237-110-114,No,1782,237,0.284,1477,NCAR Water Tank Rd,{151F4794-5A85-4D05-A051-5E882B0AFDBB},Moderate,Yes,LR,Leash Required,No,1500.971032,1588,1782,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{8898C2B0-0541-45F5-9529-B8B945E62641},237-110-114
3116,NCAR,No,Yes,Hiking Trail,2019/09/19 00:00:00+00,2099/12/31 00:00:00+00,235-110-111,No,1783,235,0.101,536,NCAR,{6B372368-CC6C-489F-9B16-3871975CFA9F},Easy,Yes,LR,Leash Required,No,532.884918,1589,1783,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{BC42F11E-C59D-43DF-970B-EDE85C632A34},235-110-111
3117,OSMP,No,Yes,Hiking Trail,2019/09/19 00:00:00+00,2099/12/31 00:00:00+00,235-111-112,Yes,1784,235,0.118,628,NCAR,{DCCBF786-E6D3-408E-B38F-7A5A11C94BDD},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,621.006272,1590,1784,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{BCCD0DC4-6368-4870-A9A1-3C40D8F91538},235-111-112
3118,OSMP,No,Yes,Hiking Trail,2019/09/19 00:00:00+00,2099/12/31 00:00:00+00,201-112-113,Yes,1785,201,0.08,423,Mesa,{18F8CB11-B186-4D51-AC07-FB3DA0575549},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,422.5506061,1591,1785,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{C99CB892-37E0-4D36-B154-C90A647C6FE8},201-112-113
3119,OSMP,No,Yes,Hiking Trail,2019/09/23 00:00:00+00,2099/12/31 00:00:00+00,201-113-103,Yes,1786,201,0.362,1912,Mesa,{626366A3-8FE7-4CA1-AA58-73BD4B582E2F},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,1909.674629,1058,1786,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{01BBA7FD-7718-4F5E-80A2-001FE9D6ACC2},201-113-103
3120,NCAR,No,Yes,Hiking Trail,2019/09/23 00:00:00+00,2099/12/31 00:00:00+00,235-113-111,Yes,1787,235,0.115,611,NCAR,{CD429849-04BE-4AD9-9EDE-74CB70B9BA89},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,607.3428734,1592,1787,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{3C675497-10C9-40B0-915C-BAA075BDFAEA},235-113-111
3121,NCAR,No,Yes,Hiking Trail,2019/09/24 00:00:00+00,2099/12/31 00:00:00+00,235-105-106,No,1788,235,0.1,529,NCAR,{50B54A91-E11D-4D6E-A381-127F0142236C},Easy,Yes,LR,Leash Required,No,530.2925947,1593,1788,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{21263996-FDA8-4A3C-BC70-8CBBD6020683},235-105-106
3122,NCAR,No,Yes,Hiking Trail,2019/09/24 00:00:00+00,2099/12/31 00:00:00+00,235-106-108,No,1789,235,0.009,45,NCAR,{1A9D2F31-A6A8-41F2-9FE6-6ABE2C1B5E33},Easy,Yes,LR,Leash Required,No,49.47637289,1594,1789,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{6C460A73-67AD-4D3E-8A91-3E371C2E13A0},235-106-108
3123,NCAR,No,Yes,Hiking Trail,2019/09/24 00:00:00+00,2099/12/31 00:00:00+00,235-109-108,No,1790,235,0.104,552,NCAR,{2E68127B-08DB-482B-99ED-6CFF659DDD15},Easy,Yes,LR,Leash Required,No,550.944768,1595,1790,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{447C6803-E3F4-4EAD-823F-DACBD3AB9C8B},235-109-108
3124,NCAR,No,Yes,Hiking Trail,2019/09/24 00:00:00+00,2099/12/31 00:00:00+00,235-108-109,No,1791,235,0.099,531,NCAR,{7FBD32DE-5DE3-45A2-8FF7-6C4969A99760},Easy,Yes,LR,Leash Required,No,520.1198357,1596,1791,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{A87BBCB4-DB20-4708-B9A7-FAC04A8FD910},235-108-109
3125,NCAR,No,Yes,Hiking Trail,2019/09/24 00:00:00+00,2099/12/31 00:00:00+00,235-106-107,No,1792,235,0.044,226,NCAR,{FF101A56-5226-44F6-90D4-E9BEECD5A50F},Easy,Yes,LR,Leash Required,No,233.9198978,1597,1792,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{23147D61-9F1F-4E90-A90B-494AC0ED0068},235-106-107
3126,NCAR,No,Yes,Hiking Trail,2019/10/01 00:00:00+00,2099/12/31 00:00:00+00,235-109-110,No,1793,235,0.261,1386,NCAR,{80C72454-D2F9-439A-9B93-7B62C1AA07BB},Moderate,Yes,LR,Leash Required,No,1378.602473,1598,1793,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{7F25F62F-A32D-4630-B154-20822D64AD8E},235-109-110
3127,OSMP,No,Yes,Hiking Trail,2019/07/09 00:00:00+00,2099/12/31 00:00:00+00,246-059-057,No,1709,246,0.137,696,McClintock Lower,{C24E4FA2-9EF0-4D0E-B876-70B669E2E0CC},Easy,No,No Dogs,No Dogs,No,724.280523,1434,1709,Until Further Notice,,,Closed,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,"The McClintock Lower trail will be closed Monday through Friday, 8 am to 2 pm until January.",{FDDB8B71-898B-4F2D-A4AA-BAC22735E15C},246-059-057
3128,OSMP,No,Yes,Hiking Trail,2019/07/09 00:00:00+00,2099/12/31 00:00:00+00,246-057-058,Yes,1710,246,0.062,319,McClintock Lower,{53016918-E518-41F9-AC71-F30372E32874},Easy,Yes,LR,Leash Required,No,326.5048347,1436,1710,Until Further Notice,,,Closed,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,"The McClintock Lower trail will be closed Monday through Friday, 8 am to 2 pm until January.",{7EB00088-A7FE-478B-A012-40BEEE66C20A},246-057-058
3129,OSMP,No,Yes,Hiking Trail,2019/07/09 00:00:00+00,2099/12/31 00:00:00+00,246-057-375,Yes,1711,246,0.123,666,McClintock Lower,{1E7512CF-A169-4107-9430-5D38A6855647},Easy,Yes,LR,Leash Required,No,651.419047,1615,1711,Until Further Notice,,,Closed,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,"The McClintock Lower trail will be closed Monday through Friday, 8 am to 2 pm until January.",{19EF8FED-B5E5-4EF6-8B56-FBF984A53A9E},246-057-375
3130,OSMP,No,Yes,Hiking Trail,2019/07/09 00:00:00+00,2099/12/31 00:00:00+00,246-375-056,Yes,1713,246,0.056,305,McClintock Lower,{DB99DBEF-0F6A-49C1-B841-0ED9B37C4F4A},Easy,Yes,LR,Leash Required,No,302.6973134,1620,1713,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{F9FCC175-1A80-4372-B011-B7248A394ECC},246-375-056
3131,OSMP,No,Yes,Hiking Trail,2019/07/09 00:00:00+00,2099/12/31 00:00:00+00,246-376-375,Yes,1712,246,0.036,192,McClintock Lower,{75535751-BE7F-40F1-8B1C-3B2E0BC4DF70},Easy,Yes,LR,Leash Required,No,190.8901366,1621,1712,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{90D2945F-0F2F-4939-BB6A-186F15819D8D},246-376-375
