OSMPTrailsOSMPOBJECTID,OSMPTrailsOSMPOWNER,OSMPTrailsOSMPBICYCLES,OSMPTrailsOSMPDISPLAY,OSMPTrailsOSMPTRAILTYPE,OSMPTrailsOSMPDATEFROM,OSMPTrailsOSMPDATETO,OSMPTrailsOSMPSEGMENTID,OSMPTrailsOSMPHORSES,OSMPTrailsOSMPRID,OSMPTrailsOSMPTRLID,OSMPTrailsOSMPMILEAGE,OSMPTrailsOSMPMEASUREDFEET,OSMPTrailsOSMPTRAILNAME,OSMPTrailsOSMPGlobalID,OSMPTrailsOSMPDIFFICULTY,OSMPTrailsOSMPDOGS,OSMPTrailsOSMPDOGREGGEN,OSMPTrailsOSMPDOGREGDESC,OSMPTrailsOSMPEBIKES,SHAPESTLength,OSMPTrailClosuresOBJECTID,OSMPTrailClosuresRID,OSMPTrailClosuresCLOSUREDURATION,OSMPTrailClosuresWEBLINK,OSMPTrailClosuresCLOSUREAREA,OSMPTrailClosuresTRAILSTATUS,OSMPTrailClosuresCLOSUREREASON,OSMPTrailClosuresLOCATIONDESCRIPTION,OSMPTrailClosuresCONTACT,OSMPTrailClosuresCOMMENTS,OSMPTrailClosuresGLOBALID,OSMPTrailClosuresSEGMENTID
3020,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-007-005,Yes,1665,201,0.224,1197,Mesa,{F860DA5D-68BA-4D10-B07F-F273805BB916},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,1182.973511,1506,1665,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Shanahan Fire,{C88E4AF7-0EEA-4442-BAC5-0A43DC8DBFF3},201-007-005
3021,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-005-067,Yes,1664,201,0.303,1582,Mesa,{306FF310-3D53-40BB-942A-0CA85564CE67},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,1597.460999,1507,1664,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Shanahan Fire,{4F0A2126-97E5-47E7-A079-AEF4E5030DD4},201-005-067
3022,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-067-066,Yes,1663,201,0.217,1142,Mesa,{42BDD81B-285F-4DDE-B099-3127AE8B63DF},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,1144.848167,1508,1663,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Shanahan Fire,{01FCF5B1-F809-47EA-9C70-986D1CADEB42},201-067-066
3023,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-066-159,Yes,1662,201,0.175,912,Mesa,{3968200E-5137-4F53-B074-F246C96DF25F},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,922.149484,1509,1662,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{25A02394-B067-4CA8-8176-19E7B313350F},201-066-159
3024,OSMP,No,Yes,Hiking Trail,2019/06/12 00:00:00+00,2099/12/31 00:00:00+00,300-072-372,Yes,1678,300,0.044,210,Dunn House Loop,{F4930CEE-9005-4A50-BA2E-CF45FD6C3884},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,232.6898629,1510,1678,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for Shanahan Fire,{833A73F4-8AAB-4306-8968-9F09D92A32F5},300-072-372
3025,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-069-070,Yes,1682,201,0.022,124,Mesa,{82E7CFCA-E007-4DF7-BA48-CAC641CC4F7A},Easy,Yes,LR,Leash Required,No,118.7701981,1511,1682,,,,Open,Hazardous Conditions,South Mesa Trailhead and Mesa Trail from Trailhead to Homestead Trail,https://bouldercolorado.gov/services/osmp-closures,"Closed 7/12 & 7/13 for Restoration work including Hazardous Tree Removal, with rolling 5-15 minute closures through 7/16",{DB81BDCD-17C9-4BD7-A70B-679BD07DC9F1},201-069-070
3026,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-070-071,Yes,1681,201,0.038,196,Mesa,{CE342EC0-7D3D-4452-8880-66E7A76A73E1},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,201.512167,1512,1681,,,,Open,Hazardous Conditions,South Mesa Trailhead and Mesa Trail from Trailhead to Homestead Trail,https://bouldercolorado.gov/services/osmp-closures,Closed for Shanahan Fire,{109109BC-DEAA-4C71-9957-076873B086EF},201-070-071
3027,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-071-372,Yes,1680,201,0.049,264,Mesa,{2F7B784F-76F8-4726-A6BE-48F90BC63D67},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,261.3177559,1513,1680,,,,Open,Maintenance,Mesa Trail near South Boulder Creek Bridge,https://bouldercolorado.gov/services/osmp-closures,Closed for Shanahan Fire,{95B49788-BCEE-4787-A751-98F5AA667CE7},201-071-372
3028,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-372-072,Yes,1679,201,0.013,70,Mesa,{25F3470F-C51F-4356-84BC-409EFAE71E18},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,70.09185262,1514,1679,,,,Open,Maintenance,South Mesa Trailhead and Mesa Trail from Trailhead to Homestead Trail,https://bouldercolorado.gov/services/osmp-closures,Closed for Shanahan Fire,{3CA450B2-4C15-4E28-8962-642EB58C39C8},201-372-072
3029,OSMP,No,Yes,Hiking Trail,2019/06/11 00:00:00+00,2099/12/31 00:00:00+00,201-159-160,Yes,1683,201,0.307,1593,Mesa,{722B52F2-629B-4481-9019-F6BD2670AC02},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,1621.369966,1515,1683,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{01B7D412-B56D-49F0-99E4-5454C642C091},201-159-160
3030,NCAR,No,Yes,Hiking Trail,2019/06/27 00:00:00+00,2099/12/31 00:00:00+00,232-102-098,No,1707,232,0.522,2698,NCAR - Bear Connector,{7E4D402D-DCD0-4ECF-A0AB-4C0C2F4C9772},Moderate,Yes,LR,Leash Required,No,2756.122417,1047,1707,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{320BBE75-3F78-46F8-AA6A-7F2E9583F124},232-102-098
3031,OSMP,Yes,Yes,Multi-Use Trail,2019/07/10 00:00:00+00,2099/12/31 00:00:00+00,112-434-433,Yes,1708,112,2.67,14015,High Plains,{DC9B2924-184C-4ABA-9504-B9D5127E8588},Difficult,Yes,LR,Leash Required,Yes,14095.6219,1059,1708,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas,{519B1DE7-0F3F-440E-9EA9-84EB3A7970FF},112-434-433
3032,OSMP,No,Yes,Hiking Trail,2019/07/16 00:00:00+00,2099/12/31 00:00:00+00,292-010-011,No,1714,292,0.079,438,Four Pines,{C07AD3DA-EFAE-4785-84DD-833107758223},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,428.5879238,1516,1714,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{74F53666-6136-4275-9665-51DB642FF6B7},292-010-011
3033,OSMP,No,Yes,Hiking Trail,2019/07/16 00:00:00+00,2099/12/31 00:00:00+00,292-011-364,No,1715,292,0.136,726,Four Pines,{10A7D740-E2D6-470E-9D36-E9B95C3296D5},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,717.1229641,1517,1715,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{7A1AA501-2339-4828-9CEA-23C970063631},292-011-364
3034,OSMP,No,Yes,Hiking Trail,2019/07/16 00:00:00+00,2099/12/31 00:00:00+00,292-365-364,No,1716,292,0.004,17,Four Pines,{22DC7D4C-2A4E-4097-B1E6-8B377F233C10},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,20.5897677,1518,1716,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{8410F9F3-AFA3-41BF-8BFA-9901E7D21498},292-365-364
3035,OSMP,No,Yes,Hiking Trail,2019/07/16 00:00:00+00,2099/12/31 00:00:00+00,292-364-017,No,1717,292,0.113,574,Four Pines,{D16BF000-D25D-4432-82D2-0A5E0B5ABC66},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,596.8546375,1519,1717,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{539C6766-CA7F-4807-B17D-A398E166FE73},292-364-017
3036,OSMP,No,Yes,Hiking Trail,2019/07/16 00:00:00+00,2099/12/31 00:00:00+00,292-015-011,No,1718,292,0.081,427,Four Pines,{F9D211D2-D7B0-4618-B00A-8F977365F424},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,426.6588929,1520,1718,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{15B99DA9-F68B-4179-8B5E-16AF9A3ED800},292-015-011
3037,OSMP,No,Yes,Hiking Trail,2019/07/16 00:00:00+00,2099/12/31 00:00:00+00,292-013-011,No,1719,292,0.062,319,Four Pines,{DD61BB5B-653E-4045-ACAD-3E30DF10B774},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,326.6131715,1521,1719,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{C402A8E3-AE70-4A28-9A2E-AE48A0D26C96},292-013-011
3038,OSMP,No,Yes,Hiking Trail,2019/07/16 00:00:00+00,2099/12/31 00:00:00+00,292-017-015,No,1720,292,0.129,677,Four Pines,{6B3BAE98-DEB8-40B1-9002-31C35A75F23E},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,678.8773042,1522,1720,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{0F0AE203-3D38-414E-828B-BF6E3626C718},292-017-015
3039,OSMP,No,Yes,Hiking Trail,2019/07/17 00:00:00+00,2099/12/31 00:00:00+00,292-135-015,No,1722,292,0.5,2664,Four Pines,{65307B4A-FC96-4AE1-BFB6-86FFFFE3E386},Moderate,Yes,RV,Leash Required on Portion of Trail,No,2638.056131,1523,1722,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{8C192577-4793-4879-8611-E21F0988DE34},292-135-015
3040,NCAR,No,Yes,Hiking Trail,2019/07/22 00:00:00+00,2099/12/31 00:00:00+00,238-083-076,No,1723,238,0.486,2562,NCAR - Skunk Canyon,{7AB07A6F-B352-4CA7-BEE6-01406F8A30A4},Easy,Yes,LR,Leash Required,No,2567.133591,1524,1723,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{3315E21E-7059-4626-8004-17B63C645FE0},238-083-076
3041,OSMP,No,Yes,Hiking Trail,2019/07/17 00:00:00+00,2099/12/31 00:00:00+00,242-134-135,Yes,1721,242,0.103,550,Kohler Mesa,{7C2D60AD-3FFD-495C-B449-5B99713F62E5},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,543.8395254,1525,1721,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{2F5DC6E1-3564-4AE0-B436-3326B33F756D},242-134-135
3042,OSMP,No,Yes,Hiking Trail,2019/07/24 00:00:00+00,2099/12/31 00:00:00+00,332-077-078,No,1724,332,0.053,277,Holly Berry,{BBA97AB6-2A45-4C1E-B35E-3D1B42B3CC78},Easy,Yes,LR,Leash Required,No,283.8747467,1526,1724,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{9FFF1377-E339-423E-8616-747CD573CAA3},332-077-078
3043,OSMP,No,Yes,Hiking Trail,2019/07/24 00:00:00+00,2099/12/31 00:00:00+00,332-078-079,No,1725,332,0.245,1324,Holly Berry,{C440D8EF-1C53-4399-A752-A8FF01D99C00},Easy,Yes,LR,Leash Required,No,1291.128632,1527,1725,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{DED1D8B4-A18E-48C4-A661-51AEC3D53476},332-078-079
3044,OSMP,No,Yes,Hiking Trail,2019/07/25 00:00:00+00,2099/12/31 00:00:00+00,333-078-081,No,1726,333,0.113,595,Skunk Connector,{DACA72D0-ECCE-42CD-A0C3-D653223FD21D},Easy,Yes,LR,Leash Required,No,595.9891327,1528,1726,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{65863DF6-F7BC-4AF1-8300-58F2608D0A48},333-078-081
3045,OSMP,No,Yes,Hiking Trail,2019/07/25 00:00:00+00,2099/12/31 00:00:00+00,333-081-082,No,1727,333,0.019,99,Skunk Connector,{65C18AC9-D83B-410E-90DC-5FAD23DBA44D},Easy,Yes,LR,Leash Required,No,99.99549611,1529,1727,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{1619F5E1-3606-4653-98BC-ED589D638FD4},333-081-082
3046,OSMP,No,Yes,Hiking Trail,2019/07/25 00:00:00+00,2099/12/31 00:00:00+00,239-082-083,No,1728,239,0.123,643,Skunk Canyon,{A8B3325C-9DF6-4A98-85D4-588154665186},Easy,Yes,LR,Leash Required,No,649.8032449,1530,1728,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{EB3784E2-9D5D-4DBE-BD16-06CB2DC16139},239-082-083
3047,OSMP,No,Yes,Hiking Trail,2019/07/25 00:00:00+00,2099/12/31 00:00:00+00,239-083-085,No,1729,239,0.309,1637,Skunk Canyon,{E793DE9E-A1F6-41E5-8BAE-F1E797774424},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,1632.467146,1531,1729,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{DAD722B5-892C-4799-A7B6-9D21CF57B976},239-083-085
3048,OSMP,No,Yes,Hiking Trail,2019/07/25 00:00:00+00,2099/12/31 00:00:00+00,239-085-086,Yes,1730,239,0.725,3827,Skunk Canyon,{F4FBD3D7-4B6F-4A48-A472-19E3FA00FC90},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,3825.534532,1532,1730,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{7C1A5A91-C51F-4818-BFEA-04EA66844CB1},239-085-086
3049,NIST,No,Yes,Hiking Trail,2019/07/29 00:00:00+00,2099/12/31 00:00:00+00,336-088-089,No,1731,336,0.026,122,NIST Service Rd Connector,{5CF54A63-EC4E-4CF5-9025-C7520FC4A064},Easy,Yes,LR,Leash Required,No,144.1906986,1533,1731,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{BAC991E7-C356-4B47-934F-EE22A518E916},336-088-089
3050,NIST,No,Yes,Hiking Trail,2019/07/29 00:00:00+00,2099/12/31 00:00:00+00,336-089-092,No,1732,336,0.048,249,NIST Service Rd Connector,{BBA863F7-5F82-41D0-9626-3D8178A79DDB},Easy,Yes,LR,Leash Required,No,253.7801649,1534,1732,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{EACD7CA8-95C4-455B-BC2A-EF1901F1A084},336-089-092
3051,NIST,No,Yes,Hiking Trail,2019/07/29 00:00:00+00,2099/12/31 00:00:00+00,336-090-089,No,1742,336,0.038,178,NIST Service Rd Connector,{6022EEFE-8903-4911-AAD7-FB902DC08BA2},Easy,Yes,LR,Leash Required,No,201.159099,1535,1742,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{F7E15B40-0A43-4EF0-995B-FC8037F9E8A1},336-090-089
3052,NIST,No,Yes,Hiking Trail,2019/07/29 00:00:00+00,2099/12/31 00:00:00+00,336-091-093,No,1733,336,0.027,132,NIST Service Rd Connector,{08FCDA8B-19EA-4D7E-9904-443E1051D5B8},Easy,Yes,LR,Leash Required,No,155.5940057,1536,1733,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{7D3408D4-E4A0-4725-9EA3-C007D82249F6},336-091-093
3053,NIST,No,Yes,Hiking Trail,2019/07/31 00:00:00+00,2099/12/31 00:00:00+00,298-094-093,No,1746,298,0.194,1021,NIST Service Rd,{0387A98C-344E-4117-AD7D-D15FBD47EB6C},Easy,Yes,LR,Leash Required,No,1027.864995,1537,1746,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{99E0D720-2034-4004-841B-478341DE7CDF},298-094-093
3054,NIST,No,Yes,Hiking Trail,2019/07/29 00:00:00+00,2099/12/31 00:00:00+00,298-093-090,No,1734,298,0.081,417,NIST Service Rd,{FE5EEBF0-76ED-42A4-AAF4-7DB8B1F92A74},Easy,Yes,LR,Leash Required,No,428.944582,1538,1734,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{DD1FC773-22AC-4860-876B-AB7A4D2A2915},298-093-090
3055,NIST,No,Yes,Hiking Trail,2019/07/29 00:00:00+00,2099/12/31 00:00:00+00,298-090-087,No,1735,298,0.107,543,NIST Service Rd,{98AA77D8-4A3E-4748-85A7-61C416D88EA6},Easy,Yes,LR,Leash Required,No,563.4613883,1539,1735,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{F7C57436-E897-49CA-AA60-2D4B7740080B},298-090-087
3056,NIST,No,Yes,Hiking Trail,2019/07/29 00:00:00+00,2099/12/31 00:00:00+00,298-087-095,No,1736,298,0.491,2565,NIST Service Rd,{8A277377-C98F-44D1-94E9-A94AD31A1FAE},Easy,Yes,LR,Leash Required,No,2591.716489,1540,1736,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{D9A3B9A6-3627-4D94-AEDA-A0814EF06C1E},298-087-095
3057,OSMP,No,Yes,Hiking Trail,2019/07/29 00:00:00+00,2099/12/31 00:00:00+00,242-135-095,Yes,1737,242,0.089,456,Kohler Mesa,{67BD0DFE-D89C-4479-8205-2BA7E1578DDE},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,469.2184279,1541,1737,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{BA211E5D-95B8-47F4-9BDA-22B8142ADE7D},242-135-095
3058,OSMP,No,Yes,Hiking Trail,2019/07/29 00:00:00+00,2099/12/31 00:00:00+00,241-095-132,Yes,1738,241,0.188,986,Kohler Spur,{43FFF198-ACDE-4846-9217-B93187B1DE90},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,992.0523346,1542,1738,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{178748EE-76DD-495E-A05B-F44880C50F04},241-095-132
3059,OSMP,No,Yes,Hiking Trail,2019/07/29 00:00:00+00,2099/12/31 00:00:00+00,240-085-132,Yes,1739,240,0.098,509,Skunk Canyon Spur,{F134E474-68AD-4858-A4CF-2E14B0B5755F},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,519.0941926,1543,1739,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{717BDD8E-85C6-464D-ADDE-0F9E25D3E179},240-085-132
3060,OSMP,No,Yes,Hiking Trail,2019/07/29 00:00:00+00,2099/12/31 00:00:00+00,240-132-133,Yes,1740,240,0.087,449,Skunk Canyon Spur,{FA52C2AC-1EC3-424D-967F-FEDE12E72464},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,461.3660906,1544,1740,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{BCCE2151-BDFB-4B72-BE5F-AE2D23F11127},240-132-133
3061,OSMP,No,Yes,Hiking Trail,2019/07/29 00:00:00+00,2099/12/31 00:00:00+00,242-133-134,Yes,1741,242,0.032,153,Kohler Mesa,{052803F3-524A-435E-AFCD-5C7508350721},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,171.0079165,1545,1741,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{F1D39A27-95C9-4241-A168-1296889F1C66},242-133-134
3062,OSMP,No,Yes,Hiking Trail,2019/07/30 00:00:00+00,2099/12/31 00:00:00+00,242-129-133,Yes,1745,242,0.36,1902,Kohler Mesa,{825EED36-0357-4292-B0FF-09E7AA92CAE8},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",No,1902.309996,1546,1745,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{E31A214B-63ED-4B40-809A-0C9443EB8209},242-129-133
3063,OSMP,No,Yes,Hiking Trail,2019/07/30 00:00:00+00,2099/12/31 00:00:00+00,201-128-129,Yes,1743,201,0.011,51,Mesa,{47F860EF-8B79-4D83-B1E0-C27BAC81542D},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,59.30346518,1547,1743,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{DC0A1D52-F8F5-42C7-8FCA-41F4AD6E12DC},201-128-129
3064,OSMP,No,Yes,Hiking Trail,2019/07/30 00:00:00+00,2099/12/31 00:00:00+00,201-129-086,Yes,1744,201,0.382,1994,Mesa,{9C8B6ED0-9BC4-482E-8EE8-6D961E77D25E},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",No,2017.798311,1548,1744,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{473B4FCC-D995-4EE5-8BC5-C5E2E0BE397E},201-129-086
3065,OSMP,No,Yes,Hiking Trail,2019/07/31 00:00:00+00,2099/12/31 00:00:00+00,239-087-079,No,1747,239,0.084,407,Skunk Canyon,{630D3854-8E9A-4C11-8B85-A84C8B19782F},Easy,Yes,LR,Leash Required,No,441.6220708,1549,1747,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{9CBCD64B-21A0-4362-A312-E5C3EDD653B6},239-087-079
3066,OSMP,No,Yes,Hiking Trail,2019/07/31 00:00:00+00,2099/12/31 00:00:00+00,239-079-080,No,1748,239,0.095,494,Skunk Canyon,{A4DE8AF6-3C7A-45DD-AE9A-D67709D644FC},Easy,Yes,LR,Leash Required,No,500.5008431,1550,1748,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{16632A12-729C-4BBF-B27C-EC1A291EA961},239-079-080
3067,OSMP,No,Yes,Hiking Trail,2019/07/31 00:00:00+00,2099/12/31 00:00:00+00,239-080-082,No,1749,239,0.036,187,Skunk Canyon,{96FAAB4F-5137-4E44-8AEE-A535509D321F},Easy,Yes,LR,Leash Required,No,190.1919259,1551,1749,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{998DB1A3-C64A-4C09-9947-5568209CA5B1},239-080-082
3068,OSMP,No,Yes,Hiking Trail,2019/07/31 00:00:00+00,2099/12/31 00:00:00+00,333-080-081,No,1750,333,0.022,113,Skunk Connector,{FAF921BE-EAEB-4CB6-9DC5-B133246BA124},Easy,Yes,LR,Leash Required,No,115.0494291,1552,1750,,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{86EF13F2-AF70-4414-9364-7F9E253F8CD3},333-080-081
3069,NCAR,No,Yes,Hiking Trail,2019/06/26 00:00:00+00,2099/12/31 00:00:00+00,230-100-099,No,1697,230,0.026,122,NCAR - Bear Canyon,{422A19CC-84AF-45D9-8805-9C6A0248ABC7},Easy,Yes,LR,Leash Required,No,139.2366722,1049,1697,Until Further Notice,,,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed for NCAR Fire,{B3192B93-D48A-4BA4-99FE-98F241CB9D57},230-100-099
3070,NCAR,No,Yes,Hiking Trail,2019/06/26 00:00:00+00,2099/12/31 00:00:00+00,230-099-101,No,1698,230,0.145,738,NCAR - Bear Canyon,{43B0040F-1D2C-4B88-8A1B-152FFD6E29F0},Easy,Yes,LR,Leash Required,No,766.7635431,1051,1698,Until Further Notice,,,Open,Hazardous Conditions,,https://bouldercolorado.gov/services/osmp-closures,There is a fire on city open space near NCAR in south Boulder.  Stay away from the area.,{D1FD39B8-4BF6-494E-9FFF-E46C3B102A75},230-099-101
